StudentID,school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,Grade
745263,GP,F,18,R,GT3,A,Tertiary education,Secondary education,other,services,home,mother,2,2,0,no,no,no,no,no,no,yes,yes,4,1,1,1,1,very good,15,12,9,10
174740,MS,F,17,U,GT3,T,Tertiary education,Secondary education,at_home,other,home,mother,2,1,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,2,very bad,5,9,,11
308261,GP,F,15,U,LE3,T,Tertiary education,Secondary education,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,1,very good,4,12,11,11
337549,MS,F,17,U,GT3,T,Secondary education,Secondary education,other,at_home,course,mother,1,1,0,no,yes,no,yes,yes,no,no,no,4,5,3,1,1,very good,4,9,9,10
318969,GP,F,17,U,GT3,T,Postgraduate education,Postgraduate education,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,no,yes,4,2,1,1,1,good,0,13,13,13
922352,GP,F,16,U,GT3,T,Secondary education,Secondary education,other,other,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,yes,5,2,3,1,3,average,1,13,13,13
721820,MS,F,17,U,GT3,T,Postgraduate education,Tertiary education,teacher,other,fee,mother,2,2,0,no,no,no,no,yes,yes,yes,no,5,5,4,1,1,very bad,0,6,9,11
778843,GP,M,16,U,GT3,T,Tertiary education,Primary education,other,other,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,very good,2,13,11,11
368093,MS,M,15,R,GT3,T,Primary education,Secondary education,other,services,course,mother,3,2,0,no,yes,no,yes,yes,yes,no,no,5,5,5,1,3,very good,11,9,11,10
860463,MS,F,18,U,GT3,A,Secondary education,Postgraduate education,other,services,reputation,father,1,2,1,no,yes,no,no,yes,yes,yes,no,2,3,2,1,3,very bad,8,8,5,8
757917,GP,M,19,R,GT3,T,Tertiary education,Tertiary education,other,services,reputation,father,1,2,0,no,no,no,yes,yes,yes,no,yes,4,5,3,1,2,very good,0,10,10,11
112666,GP,F,17,U,LE3,A,Secondary education,Primary education,other,other,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,no,3,2,2,1,2,very good,8,11,10,11
339931,GP,F,16,R,GT3,T,Postgraduate education,Postgraduate education,health,teacher,fee,mother,1,2,0,no,yes,no,yes,yes,yes,no,no,2,4,4,2,3,good,0,17,16,16
752664,GP,F,17,U,GT3,T,Postgraduate education,Postgraduate education,services,teacher,home,mother,2,1,1,no,yes,no,no,yes,yes,yes,no,4,2,4,2,3,bad,30,14,15,16
260196,MS,M,17,U,GT3,T,Tertiary education,Tertiary education,health,other,course,mother,2,2,1,no,yes,no,no,yes,yes,yes,no,4,5,4,2,3,average,4,8,9,10
369544,GP,F,17,U,GT3,T,Primary education,Primary education,services,teacher,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,average,0,13,13,14
987225,MS,F,18,R,LE3,A,Postgraduate education,Secondary education,teacher,other,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,3,1,1,1,very good,0,5,0,0
843583,MS,F,18,R,LE3,A,Primary education,Secondary education,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,3,4,1,4,very good,0,16,15,15
388998,GP,F,16,U,GT3,A,Tertiary education,Postgraduate education,services,other,course,father,1,1,0,no,no,no,no,yes,yes,yes,no,3,2,1,1,4,very good,12,15,13,14
717075,GP,F,16,U,GT3,T,Secondary education,Tertiary education,other,other,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,no,no,4,4,3,1,3,good,4,11,12,12
562894,MS,F,16,U,GT3,T,Tertiary education,Secondary education,services,at_home,course,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,1,3,1,4,average,2,7,6,7
228391,GP,F,17,U,GT3,T,Tertiary education,Primary education,services,services,course,father,1,3,0,no,yes,no,no,no,yes,yes,no,3,4,3,2,3,very good,0,17,18,17
104014,MS,M,16,R,GT3,T,Tertiary education,Postgraduate education,other,health,fee,mother,3,2,0,no,no,no,no,no,yes,no,no,3,4,5,1,2,very good,4,9,10,11
691460,GP,F,17,U,LE3,T,Postgraduate education,Tertiary education,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,3,2,3,1,2,average,0,14,12,12
647577,MS,F,18,U,GT3,T,Secondary education,Secondary education,other,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,yes,1,3,1,1,1,bad,4,8,8,10
798376,GP,F,18,U,GT3,T,Secondary education,Secondary education,at_home,at_home,fee,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,bad,0,18,18,18
284779,GP,M,16,U,GT3,T,Postgraduate education,Postgraduate education,teacher,teacher,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,4,5,5,5,very good,4,12,11,12
171295,GP,M,18,R,GT3,T,Tertiary education,Secondary education,other,other,course,mother,1,3,0,no,no,no,yes,no,yes,no,no,5,3,2,1,1,average,2,10,11,12
151663,GP,M,17,R,GT3,T,Secondary education,Primary education,other,other,course,mother,1,1,0,no,no,no,no,no,yes,yes,no,4,4,2,2,4,very good,0,12,12,13
506716,MS,F,17,R,GT3,T,Primary education,Primary education,at_home,at_home,course,father,2,1,0,no,yes,no,yes,yes,no,yes,yes,3,5,5,2,2,good,3,10,11,10
418394,GP,M,18,U,LE3,T,Secondary education,Primary education,services,other,course,mother,3,2,1,no,no,no,yes,no,no,yes,no,4,4,5,4,4,very good,4,11,10,11
303861,MS,M,19,U,GT3,T,Tertiary education,Secondary education,at_home,services,course,mother,2,1,3,no,no,no,yes,yes,yes,no,no,3,2,1,1,1,average,4,6,11,9
406063,MS,M,19,R,GT3,T,Primary education,Primary education,other,other,home,other,3,1,1,no,yes,no,no,yes,yes,yes,no,4,4,4,3,3,very good,4,8,9,10
545101,MS,M,16,U,GT3,T,Primary education,Primary education,at_home,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,5,4,5,4,5,average,0,7,0,0
668550,GP,M,16,U,GT3,T,Secondary education,Tertiary education,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,3,3,1,1,average,0,13,12,12
233883,GP,F,19,U,GT3,T,Secondary education,Secondary education,services,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,1,very good,0,10,10,11
458745,GP,M,18,U,GT3,T,Postgraduate education,Postgraduate education,teacher,services,home,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,3,2,4,1,4,average,6,11,12,12
292506,GP,M,17,U,GT3,T,Primary education,Primary education,other,other,reputation,father,1,2,0,no,no,no,no,no,yes,yes,no,4,3,3,1,2,good,0,12,12,12
143585,GP,M,16,R,GT3,T,Postgraduate education,Secondary education,teacher,services,fee,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,3,4,average,8,,9,11
640652,MS,F,18,U,LE3,A,Primary education,Primary education,at_home,services,course,mother,1,2,0,no,no,no,no,yes,yes,no,yes,5,2,3,1,2,average,2,8,,11
172991,MS,M,15,R,LE3,T,Postgraduate education,Primary education,health,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,4,1,2,bad,7,7,9,8
825451,GP,F,17,U,GT3,T,Postgraduate education,Postgraduate education,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,3,good,0,13,12,13
987121,GP,F,18,U,GT3,T,Secondary education,Secondary education,at_home,services,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,3,1,1,average,0,11,12,13
314283,GP,F,16,U,GT3,T,Postgraduate education,Postgraduate education,teacher,services,home,mother,1,3,0,no,yes,no,yes,no,yes,yes,no,5,3,2,1,1,very good,4,15,16,16
494366,MS,M,15,U,LE3,A,Secondary education,Primary education,services,services,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,3,3,1,2,very good,11,12,13,12
567281,GP,M,150,U,GT3,A,Tertiary education,Postgraduate education,services,other,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,very bad,0,16,16,16
662332,GP,M,15,R,GT3,T,Secondary education,Primary education,health,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,5,4,2,1,1,very good,4,10,9,10
999684,GP,M,17,U,GT3,T,Secondary education,Primary education,other,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,4,5,1,2,very good,22,9,7,6
121959,GP,F,16,U,GT3,T,Postgraduate education,Tertiary education,teacher,other,fee,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,3,2,1,1,very bad,4,14,15,15
832180,GP,F,17,U,GT3,A,Postgraduate education,Postgraduate education,other,teacher,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,no,4,1,4,1,1,very bad,2,10,13,13
870746,GP,M,16,U,LE3,T,Primary education,Primary education,other,other,home,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,2,1,1,very good,2,9,9,9
580761,MS,F,15,R,GT3,T,Tertiary education,Tertiary education,services,other,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,4,5,4,1,1,very bad,4,13,12,12
798002,GP,M,18,U,LE3,A,Postgraduate education,Postgraduate education,teacher,teacher,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,4,3,1,1,bad,0,17,17,17
833429,MS,M,17,R,LE3,T,Primary education,Secondary education,at_home,services,reputation,mother,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,5,5,5,5,average,4,10,11,11
907364,GP,F,18,U,GT3,T,Primary education,Primary education,other,other,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,5,4,4,1,1,good,0,,13,13
207512,GP,F,18,U,GT3,T,Postgraduate education,Postgraduate education,health,health,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,yes,2,4,4,1,1,good,2,,12,13
411955,GP,F,17,U,LE3,T,Postgraduate education,Secondary education,teacher,services,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,3,1,1,good,2,14,15,17
894824,GP,M,17,R,GT3,T,Tertiary education,Postgraduate education,at_home,other,course,mother,3,2,0,no,no,no,no,yes,yes,no,no,5,4,5,2,4,very good,2,10,9,10
554589,GP,F,16,U,LE3,T,Postgraduate education,Postgraduate education,teacher,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,5,2,1,2,average,0,11,10,11
165725,GP,M,15,U,GT3,T,Secondary education,Secondary education,services,services,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,5,4,1,1,1,very bad,0,9,10,10
552366,GP,M,15,U,GT3,T,Postgraduate education,Postgraduate education,services,teacher,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,1,1,very good,0,14,15,15
903591,GP,M,16,U,GT3,T,Tertiary education,Primary education,other,other,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,no,5,3,2,2,2,very good,0,13,13,14
750429,MS,F,16,R,LE3,T,Primary education,Secondary education,at_home,other,course,mother,1,2,0,no,no,no,yes,yes,no,yes,no,4,4,5,1,3,average,0,8,9,9
840427,MS,M,17,U,GT3,T,Secondary education,Secondary education,other,other,course,mother,1,1,1,no,no,no,yes,yes,yes,no,yes,1,2,1,2,3,very good,0,7,0,0
168148,GP,M,15,U,GT3,A,Postgraduate education,Postgraduate education,other,services,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,yes,1,3,3,5,5,average,0,11,120,12
187498,GP,F,15,U,GT3,T,Secondary education,Primary education,services,other,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,1,good,0,10,12,13
867595,GP,M,17,U,GT3,T,Tertiary education,Tertiary education,services,services,fee,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,2,3,good,6,11,13,14
444894,MS,F,17,R,GT3,T,Postgraduate education,Primary education,other,other,fee,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,4,2,3,1,2,very good,1,13,14,14
738836,MS,M,17,U,GT3,T,Tertiary education,Secondary education,other,other,fee,father,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,2,2,very bad,0,13,14,13
218015,MS,F,17,R,GT3,T,Primary education,Primary education,other,other,fee,father,1,1,1,no,yes,no,no,no,no,yes,no,5,4,4,2,2,very good,0,6,6,7
277789,GP,F,17,U,LE3,T,Primary education,Primary education,at_home,at_home,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,2,good,10,11,,10
983811,MS,F,17,U,GT3,T,Postgraduate education,Secondary education,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,1,2,good,0,17,18,18
650233,MS,M,17,U,GT3,T,Primary education,Primary education,at_home,services,fee,mother,3,2,0,no,no,no,no,yes,yes,yes,yes,5,1,3,3,3,very bad,0,10,10,10
790607,MS,F,18,R,GT3,T,Secondary education,Secondary education,other,other,fee,mother,2,1,1,no,no,no,no,yes,no,yes,yes,5,5,5,1,1,average,0,8,6,0
864469,GP,M,15,U,LE3,T,Secondary education,Secondary education,services,services,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,no,5,3,3,1,3,good,2,13,12,13
250810,GP,F,18,U,LE3,T,Tertiary education,Tertiary education,services,services,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,1,very bad,4,14,14,15
671542,GP,F,18,U,GT3,T,Secondary education,Tertiary education,other,services,reputation,father,1,4,0,no,yes,no,yes,yes,yes,yes,yes,4,5,5,1,3,bad,10,16,16,16
760960,GP,F,18,U,GT3,T,Tertiary education,Secondary education,other,services,fee,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,5,4,3,2,3,very bad,4,14,16,17
824839,GP,F,16,U,GT3,T,Tertiary education,Postgraduate education,at_home,other,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,3,1,2,average,14,12,11,11
876997,GP,M,16,U,LE3,T,Secondary education,Secondary education,other,other,reputation,mother,2,2,0,no,yes,,yes,yes,yes,yes,no,5,4,4,2,4,very good,2,10,10,10
265838,GP,M,18,U,GT3,T,Secondary education,Secondary education,services,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,4,2,4,very good,10,12,11,11
639439,GP,M,18,U,GT3,T,Postgraduate education,Secondary education,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,2,1,4,very good,2,15,16,16
977844,GP,F,19,U,LE3,A,Primary education,Primary education,other,other,course,other,3,2,2,no,yes,no,no,no,yes,yes,yes,5,3,4,1,1,good,2,8,8,9
139353,GP,F,16,U,GT3,T,Secondary education,Tertiary education,services,teacher,fee,mother,1,2,0,yes,no,no,no,yes,yes,yes,no,2,3,1,1,1,average,0,13,13,14
937437,GP,F,17,R,GT3,T,Secondary education,Primary education,at_home,services,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,1,2,very good,0,11,10,11
925816,GP,F,18,R,GT3,T,Secondary education,Primary education,other,other,reputation,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,3,5,1,2,average,12,8,9,10
369536,GP,M,18,U,GT3,T,Secondary education,Secondary education,other,at_home,course,other,1,1,1,no,yes,,yes,no,no,yes,yes,4,4,3,2,2,very bad,26,7,8,8
728776,GP,F,16,U,GT3,A,Secondary education,Secondary education,other,other,home,mother,1,1,1,no,no,no,no,yes,yes,no,no,5,3,4,1,1,very good,12,13,11,11
792517,GP,F,17,U,GT3,T,Primary education,Primary education,at_home,other,course,mother,1,2,0,yes,no,no,no,no,yes,no,yes,4,3,2,1,1,good,10,10,9,10
539792,GP,F,17,U,GT3,T,Primary education,Primary education,at_home,other,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,no,yes,4,3,4,1,1,very good,12,12,12,12
326507,MS,M,18,U,LE3,T,Primary education,Tertiary education,at_home,services,course,mother,1,1,0,no,no,no,no,yes,no,yes,yes,4,3,3,2,3,average,0,9,10,9
785440,GP,M,16,R,LE3,T,Tertiary education,Tertiary education,teacher,other,home,father,3,1,0,no,yes,no,yes,yes,yes,yes,no,3,3,4,3,5,average,16,10,11,3
237337,GP,M,15,U,GT3,T,Tertiary education,Postgraduate education,other,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,1,1,1,very good,0,12,12,13
288751,MS,M,17,R,GT3,T,Postgraduate education,Tertiary education,services,other,home,mother,2,2,1,no,yes,,yes,no,yes,yes,yes,4,5,5,1,3,bad,4,10,11,11
501896,GP,F,20,R,GT3,T,Secondary education,Primary education,other,other,course,other,2,2,0,no,yes,yes,yes,yes,no,yes,yes,1,2,3,1,2,bad,8,10,12,12
233272,GP,F,17,U,GT3,T,Secondary education,Tertiary education,other,other,course,father,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,2,1,1,1,average,2,11,12,14
604999,MS,F,18,U,GT3,T,Tertiary education,Tertiary education,other,other,home,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,2,very bad,1,16,16,16
799438,MS,F,17,U,GT3,T,Primary education,Primary education,other,at_home,course,mother,1,1,0,no,yes,,yes,yes,yes,no,no,4,3,2,1,2,very good,9,7,9,10
441097,GP,F,15,U,GT3,T,Primary education,Primary education,other,other,home,father,1,2,0,no,yes,no,yes,no,yes,yes,no,4,3,2,2,3,good,2,13,12,12
242483,GP,M,18,U,GT3,T,Secondary education,Primary education,other,other,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,2,4,1,2,good,2,16,16,16
866577,MS,M,15,R,LE3,T,Postgraduate education,Primary education,health,services,reputation,father,1,2,0,no,yes,,yes,yes,yes,yes,no,5,3,4,1,2,bad,0,12,13,14
642335,GP,M,17,R,GT3,T,Primary education,Secondary education,at_home,other,home,mother,1,2,0,no,no,no,no,yes,yes,no,no,3,1,3,1,5,average,6,9,9,10
209556,GP,F,17,U,GT3,T,Secondary education,Postgraduate education,services,services,reputation,father,1,2,0,no,yes,no,yes,yes,yes,no,no,5,4,2,2,3,very good,0,17,18,17
713333,GP,M,17,U,GT3,T,Secondary education,Tertiary education,other,other,course,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,2,2,1,1,bad,2,9,12,13
723587,GP,F,16,U,GT3,T,Postgraduate education,Secondary education,teacher,services,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,5,3,3,1,1,very bad,2,13,14,14
128251,MS,F,17,R,GT3,T,Secondary education,Secondary education,at_home,other,fee,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,5,1,3,1,2,very good,5,9,9,9
218834,MS,F,18,R,GT3,T,Primary education,Primary education,at_home,at_home,course,mother,2,1,1,no,no,no,no,no,no,yes,yes,3,2,3,1,1,bad,4,9,11,10
388790,MS,F,18,U,GT3,T,Secondary education,Secondary education,services,at_home,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,1,very bad,2,12,13,14
314176,GP,M,16,U,LE3,A,Tertiary education,Postgraduate education,services,other,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,no,5,3,3,1,1,very good,2,12,12,13
873290,GP,M,16,U,GT3,T,Tertiary education,Postgraduate education,other,other,course,father,3,1,1,no,yes,no,yes,no,yes,yes,no,3,4,5,2,4,bad,4,9,9,10
903451,MS,F,16,R,GT3,T,Secondary education,Tertiary education,at_home,services,fee,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,3,3,3,1,1,bad,0,8,10,10
974371,GP,M,17,R,LE3,T,Primary education,Primary education,other,services,course,mother,4,2,0,no,no,no,yes,yes,no,no,yes,5,3,5,1,5,very good,0,8,8,8
613153,GP,F,16,U,GT3,T,Primary education,Secondary education,other,other,course,mother,1,1,0,no,no,no,no,yes,no,yes,no,5,3,5,1,2,very good,4,12,11,11
301664,GP,F,15,U,GT3,T,Postgraduate education,Postgraduate education,teacher,services,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,no,4,2,2,1,1,very good,2,13,13,13
206530,GP,M,15,U,GT3,T,Postgraduate education,Tertiary education,teacher,other,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,3,3,2,3,very good,0,11,11,11
802335,GP,F,18,U,GT3,T,Postgraduate education,Tertiary education,other,other,course,mother,1,3,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,very good,2,14,15,17
323165,GP,F,16,U,LE3,T,Tertiary education,Primary education,other,other,home,father,1,2,0,yes,yes,no,no,yes,yes,no,no,3,3,3,2,3,bad,0,12,13,12
924792,GP,F,18,U,GT3,T,Primary education,Postgraduate education,other,teacher,home,mother,1,2,0,yes,yes,no,no,no,yes,no,yes,3,4,4,1,2,very good,2,10,10,11
748531,GP,F,15,R,LE3,T,Secondary education,Secondary education,health,services,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,4,1,3,1,3,good,0,11,10,11
956703,GP,M,18,U,GT3,T,Postgraduate education,Postgraduate education,other,other,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,3,3,2,2,average,0,13,14,13
480002,GP,M,18,U,GT3,T,Secondary education,Primary education,services,services,reputation,mother,1,3,0,no,no,no,yes,yes,yes,yes,no,4,2,4,1,3,bad,0,14,15,15
961882,GP,F,16,U,LE3,T,Tertiary education,Tertiary education,other,other,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,1,good,0,14,14,15
378167,GP,F,16,U,GT3,T,Postgraduate education,Postgraduate education,health,other,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,2,bad,6,17,17,17
717296,MS,M,17,U,LE3,T,Tertiary education,Primary education,services,services,course,mother,2,1,0,no,no,no,no,no,yes,yes,no,2,4,5,3,4,bad,6,10,10,10
566960,GP,M,18,U,LE3,T,Secondary education,Secondary education,services,services,reputation,mother,1,2,0,no,yes,no,yes,no,no,yes,no,4,4,4,1,3,average,11,9,11,12
538974,GP,M,16,U,GT3,T,Secondary education,Secondary education,services,other,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,no,4,4,2,1,1,average,6,12,10,11
903328,MS,M,17,R,LE3,T,Primary education,Tertiary education,other,other,course,father,2,1,0,no,no,no,yes,yes,yes,no,yes,5,1,2,3,3,very good,2,12,11,12
148984,GP,M,16,U,GT3,T,Tertiary education,Tertiary education,other,services,home,father,2,1,0,no,no,no,yes,yes,yes,yes,no,5,4,2,1,1,very good,6,14,14,15
251836,MS,M,18,R,GT3,T,Secondary education,Primary education,other,other,fee,mother,2,1,0,no,no,no,yes,no,yes,yes,yes,4,4,3,1,3,very good,0,7,7,0
132097,MS,F,16,U,GT3,T,Secondary education,Secondary education,other,services,course,father,1,1,1,no,yes,yes,yes,no,yes,yes,no,4,4,3,1,4,average,1,9,10,10
586232,GP,M,15,U,LE3,T,Tertiary education,Tertiary education,other,other,course,mother,1,2,0,no,no,no,yes,no,yes,yes,no,5,3,2,1,1,bad,0,13,12,12
221958,GP,F,18,U,GT3,A,Postgraduate education,Postgraduate education,at_home,teacher,course,mother,2,2,0,yes,no,no,no,yes,yes,no,no,4,3,4,1,1,average,4,0,11,11
767521,MS,F,18,R,GT3,T,Secondary education,Secondary education,at_home,other,fee,mother,2,3,0,no,no,no,no,yes,yes,no,no,5,3,3,1,3,good,0,14,17,15
325281,GP,M,17,U,LE3,T,Secondary education,Secondary education,other,other,home,father,1,2,0,no,no,no,yes,no,yes,yes,yes,4,4,2,5,5,good,0,16,16,16
